dir_name,img_name,nc_ratio
good,1,0.12100611828687967
good,2,0.01270772238514174
good,3,0.40551181102362205
good,4,0.37780174997003474
good,5,0.3880150535559201
good,6,0.3504600868793498
good,7,0.3153409090909091
good,8,0.09217623174353069
good,9,0.3467134972403412
good,10,0.1496217851739788
good,11,0.46219637358877863
good,12,0.08964019851116625
good,13,0.024814976055724858
good,14,0.15311387900355872
good,15,0.131592164741336
good,16,0.4932484076433121
good,17,0.4758410632701094
good,18,0.41745788667687594
good,19,0.39226475905982233
good,20,0.1736223662884927
good,21,0.4648414417963364
good,22,0.15497076023391812
good,23,0.03571045576407507
good,24,0.01809453471196455
good,25,0.09364060676779463
good,26,0.21373829122906612
good,27,0.22235759975632044
good,28,0.08842208109428432
good,29,0.17754525826274706
good,30,0.5083165322580645
good,31,0.43343403826787513
good,32,0.3183004984571564
good,33,0.31215341959334564
good,34,0.4448486145287258
good,35,0.18170103092783504
good,36,0.14731051344743276
good,37,0.1726027397260274
good,38,0.3005012531328321
good,39,0.2855962317163871
good,40,0.4926517571884984
good,41,0.21791422693464155
good,42,0.45367278797996663
good,43,0.16396802623488418
good,44,0.44058837048954264
good,45,0.21596858638743455
good,46,0.13986313088109495
good,47,0.23701067615658364
good,48,0.5991977784634372
good,49,0.1963808598494049
good,50,0.12357036300348086
good,51,0.06771844660194175
good,52,0.4382628441669032
good,53,0.2693317770644879
good,54,0.20518994114499733
good,55,0.04005040193951767
good,56,0.5365558912386706
good,57,0.06330358493420057
good,58,0.05971515091011946
good,59,0.041809880469912276
good,60,0.05422082184587108
good,61,0.046710880086036924
good,62,0.10859008168778543
good,63,0.08449618896054946
good,64,0.06055600521977568
good,65,0.053638769821750636
good,66,0.08072907512215699
good,67,0.10817252248789114
good,68,0.12403996465710596
good,69,0.39465875370919884
good,70,0.6477987421383647
good,71,0.33451957295373663
good,72,0.09635173058933583
good,73,0.22483170134638922
good,74,0.31780167264038234
good,75,0.16583647187462033
good,76,0.22541743970315398
good,77,0.27889858233369685
good,78,0.24857430392485744
good,79,0.12153020760438535
good,80,0.14007782101167315
good,81,0.03460577952194078
good,82,0.06539775500244022
good,83,0.011621315192743764
good,84,0.14251639833035182
good,85,0.145366444579043
good,86,0.11706666666666667
good,87,0.3250414593698176
good,88,0.02038865880853775
good,89,0.051024675867837724
good,90,0.14097496706192358
good,91,0.4065323141070188
good,92,0.11836238346169436
good,93,0.03784403669724771
good,94,0.1672163185538048
good,95,0.3420479302832244
good,96,0.014673514306676448
good,97,0.3361053361053361
good,98,0.07548628107690326
good,99,0.09254079254079255
good,100,0.08320340184266478
good,101,0.04675394068928667
good,102,0.07839483165610635
good,103,0.08309087797364367
good,104,0.07188434695912263
good,105,0.018173950670705322
good,106,0.07242191655900904
good,107,0.18283828382838282
good,108,0.38879211665754243
good,109,0.5188261351052049
good,110,0.4391025641025641
good,111,0.11261549720977038
good,112,0.5076252723311547
good,113,0.46970455683525286
good,114,0.04073872895165671
good,115,0.39329314817640776
good,116,0.4132831920453821
good,117,0.4407570650764843
good,118,0.32529502308876346
good,119,0.41806930693069305
good,120,0.43307903118287533
good,121,0.445502907336385
good,122,0.404735883424408
good,123,0.37232564601278134
good,124,0.303208033413312
good,125,0.02129032258064516
good,126,0.10520140789988268
good,127,0.5141673931996512
good,128,0.2726950354609929
good,129,0.2991792427852793
good,130,0.49027946537059536
good,131,0.19902597402597402
good,132,0.293983244478294
good,133,0.2293286219081272
good,134,0.5857538035961273
good,135,0.394888873785088
doubt,1,0.6301288167938931
doubt,2,0.39962676619568116
doubt,3,0.35693916349809884
doubt,4,0.3559851591486038
doubt,5,0.3168611869878321
doubt,6,0.4211136890951276
doubt,7,0.49313304721030043
doubt,8,0.4931567328918322
doubt,9,0.3466147393648892
doubt,10,0.3870577562745691
doubt,11,0.3956020030481167
doubt,12,0.3140321217244294
doubt,13,0.23598739207893654
doubt,14,0.4031732540019833
doubt,15,0.41815881666017907
doubt,16,0.6961947206033596
doubt,17,0.6752651018706065
doubt,18,0.4303497332542976
doubt,19,0.5991392560713188
doubt,20,0.5031847133757962
doubt,21,0.4257987458942968
doubt,22,0.40304347826086956
doubt,23,0.6700406123086535
doubt,24,0.7109815720195563
doubt,25,0.80790744978388
doubt,26,0.47410653312087414
doubt,27,0.4982844071673656
doubt,28,0.47323395981853533
doubt,29,0.5900128040973112
doubt,30,0.5904722106142917
doubt,31,0.45891472868217054
doubt,32,0.5922396187882913
doubt,33,0.4583333333333333
doubt,34,0.4066739698323081
doubt,35,0.4483450351053159
doubt,36,0.44530870199319394
doubt,37,0.3430066603235014
doubt,38,0.4605714285714286
doubt,39,0.45644850818094324
doubt,40,0.5862853039731929
doubt,41,0.5507895357058685
doubt,42,0.47654175272941873
doubt,43,0.4852670349907919
doubt,44,0.5073757057002367
doubt,45,0.4326588477896636
doubt,46,0.3974499890085733
doubt,47,0.47450509898020393
doubt,48,1.0
doubt,49,0.5965312642628936
doubt,50,0.4255111976630964
doubt,51,0.24920668500105775
doubt,52,0.7213916314057358
doubt,53,0.4818980667838313
doubt,54,0.6091386472294067
doubt,55,0.492442710872745
doubt,56,0.3820636451301832
doubt,57,0.44071033034179874
doubt,58,0.47782333209094296
doubt,59,0.4046744574290484
doubt,60,0.3962655601659751
doubt,61,0.3156878336930592
doubt,62,0.4844995571302037
doubt,63,0.5841968911917098
doubt,64,0.3403041825095057
doubt,65,0.38114209827357237
doubt,66,0.5180048661800487
doubt,67,0.9619815302592746
doubt,68,0.4287305122494432
doubt,69,0.4331700489853044
doubt,70,0.5741512805241215
doubt,71,0.4296998420221169
doubt,72,0.46158753303563294
doubt,73,0.43460264900662254
doubt,74,0.4208895773401195
doubt,75,0.5836776859504132
doubt,76,0.25118483412322273
doubt,77,0.43604108309990663
doubt,78,0.3662264150943396
doubt,79,0.5915074309978768
doubt,80,0.342477140482128
doubt,81,0.4856886496186631
doubt,82,0.5118152731197718
doubt,83,0.42043296619825293
doubt,84,0.4662443080578103
doubt,85,0.4203069657615112
doubt,86,0.3900568884491714
doubt,87,0.35224049914917754
doubt,88,0.4442304606002247
doubt,89,0.309299587992937
doubt,90,0.4397482014388489
doubt,91,0.4071550255536627
doubt,92,0.4014935988620199
bad,1,0.5964344653869539
bad,2,0.616528598246732
bad,3,0.5692827428316163
bad,4,0.638245646535754
bad,5,0.4673452078032231
bad,6,0.575187466523835
bad,7,0.5685156721209409
bad,8,0.5608346100262436
bad,9,0.4818091756909097
bad,10,0.7544463823500006
bad,11,0.7113347189131647
bad,12,0.5642827377103361
bad,13,0.731077025675225
bad,14,0.5470513862548542
bad,15,0.6346872433873993
bad,16,0.522255426234665
bad,17,0.9105722012320729
bad,18,0.9266264297282606
bad,19,0.9387363153860616
bad,20,0.950496768241551
bad,21,0.31841718692618437
bad,22,0.3946966492786315
bad,23,0.5189421765137999
bad,24,0.5132951503700205
bad,25,0.147377580887588
bad,26,0.5816049606079048
bad,27,0.5726237960891137
bad,28,0.4647427854454203
bad,29,0.5700498132004981
bad,30,0.4042751548245322
bad,31,0.46285408872260825
bad,32,0.5375820798211708
bad,33,0.5789031426810823
bad,34,0.6076433871157696
bad,35,0.5001846972196912
bad,36,0.5637554950536472
bad,37,0.6449271073760628
bad,38,0.3489674249012479
bad,39,0.7623200574191189
bad,40,0.5414763706632729
bad,41,0.5979151154132539
bad,42,0.9460041096882661
bad,43,0.44382892208979163
bad,44,0.6053060136795665
bad,45,0.4923743052862867
bad,46,0.47371059094782214
bad,47,0.6061708779662754
bad,48,0.582939832444783
bad,49,0.27020236316718726
bad,50,0.3487333786275842
bad,51,0.8902494785817423
bad,52,0.3842075892857143
bad,53,0.3200917295457908
bad,54,0.3106752507860458
bad,55,0.33402334957042873
bad,56,0.5123257823666977
bad,57,0.403995373271001
bad,58,0.4350614419070724
bad,59,0.4838255456330826
bad,60,0.5606608221507985
bad,61,0.5523087916938145
bad,62,0.5566938177401682
bad,63,0.5926608999835485
bad,64,0.584443246157994
bad,65,0.5957717606775995
bad,66,0.5515418742252031
bad,67,0.6506318907972699
bad,68,0.38572422321842637
bad,69,0.37330681573855085
bad,70,0.34515177065767283
bad,71,0.682541486701523
bad,72,0.6642413357036819
bad,73,0.49529411764705883
bad,74,0.4006121134020619
bad,75,0.5197714110382388
bad,76,0.4850398108982334
bad,77,0.5731534349201731
bad,78,0.46054004696060524
bad,79,0.4484296362362235
bad,80,0.413530135301353
bad,81,0.3928854102541553
bad,82,0.361892177589852
bad,83,0.4354690655406646
bad,84,0.4037480376766091
bad,85,0.4290834368727898
bad,86,0.6076856605499924
bad,87,0.5768938071320494
bad,88,0.6335039608952392
bad,89,0.5620173364854216
bad,90,0.5314248772702479
bad,91,0.3006151457238414
bad,92,0.5705274224636412
bad,93,0.30351500789889413
bad,94,0.9465035883073691
bad,95,0.6987803688164699
bad,96,0.9342837422136631
bad,97,0.5620852501730245
bad,98,0.5840886841753118
bad,99,0.5949817599430555
bad,100,0.6732704568206965
bad,101,0.37872800827923603
bad,102,0.6243386243386243
bad,103,0.8880542619963555
bad,104,0.4667376438311289
bad,105,0.512373773289717
bad,106,0.5556029853212525
bad,107,0.5804144100848413
bad,108,0.6941734136045948
bad,109,0.3591051440265418
bad,110,0.4323920001414652
bad,111,0.6663597929943422
bad,112,0.4756169143715808
bad,113,0.4670067972294428
bad,114,0.9185102734990735
bad,115,0.9194319941088813
bad,116,0.6061914934026194
bad,117,0.884766328220638
bad,118,0.9170068103914848
bad,119,0.6215996751928542
bad,120,0.6083607046879665
bad,121,0.5953386389475394
bad,122,0.5855039146370556
bad,123,0.6239954075774972
bad,124,0.5045613098755313
bad,125,0.694223006207809
bad,126,0.5307781170063537
bad,127,0.5191353203497014
bad,128,0.642609126984127
bad,129,0.8399765401186529
bad,130,0.9291896286927455
bad,131,0.7238595923649305
bad,132,0.6039954219123921
bad,133,0.4810951760104302
bad,134,0.47933425797503465
bad,135,0.4890451633067667
bad,136,0.5800361861195508
bad,137,0.5908606982371241
bad,138,0.6099650600679654
bad,139,0.8918979914240578
bad,140,0.5635902948402949
bad,141,0.5960321355687014
bad,142,0.5599864655839134
bad,143,0.4951279643108711
bad,144,0.5189359783588818
bad,145,0.5676422398560735
bad,146,0.5085114735377039
bad,147,0.956831497871526
bad,148,0.46686375954668635
bad,149,0.7776907001044933
bad,150,0.5028893780957623
bad,151,0.5197255574614065
bad,152,0.58334102871918
bad,153,0.6413560896319517
bad,154,0.5575786725298887
bad,155,0.5511226944667201
bad,156,0.5370899359533331
bad,157,0.6716766499667224
bad,158,0.6382509292937367
bad,159,0.35970163712099196
bad,160,0.4105704157267161
bad,161,0.8739611298796388
bad,162,0.6422986289631534
bad,163,0.684981684981685
bad,164,0.49058567577139633
bad,165,0.6292487362733136
bad,166,0.5821869349893877
bad,167,0.4627541507591228
